Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
4118,Andre Spencer\spencan01,SF,29,SAC,23,0,12.4,1.9,4.3,.430,0.0,0.0,,1.9,4.3,.430,.430,2.3,3.2,.712,1.1,1.5,2.7,0.8,0.8,0.2,0.8,1.6,6.0
4119,Elmore Spencer\spencel01,C,24,LAC,76,63,25.4,3.8,7.1,.533,0.0,0.0,.000,3.8,7.1,.535,.533,1.3,2.1,.599,1.3,4.2,5.5,1.0,0.4,1.7,2.2,2.7,8.9
4120,Felton Spencer\spencfe01,C,26,UTA,79,79,28.0,3.2,6.4,.505,0.0,0.0,,3.2,6.4,.505,.505,2.1,3.4,.607,3.0,5.4,8.3,0.5,0.5,0.8,1.6,3.8,8.6
4121,Latrell Sprewell\sprewla01,SG,23,GSW,82,82,43.1,7.5,17.3,.433,1.7,4.8,.361,5.8,12.5,.460,.482,4.3,5.6,.774,1.0,3.9,4.9,4.7,2.2,0.9,2.8,1.9,21.0
4122,John Starks\starkjo01,SG,28,NYK,59,54,34.9,6.9,16.6,.420,1.9,5.7,.335,5.0,10.8,.464,.477,3.2,4.2,.754,0.6,2.5,3.1,5.9,1.6,0.1,3.1,3.2,19.0
4123,Larry Stewart\stewala01,SF,25,WSB,3,0,11.7,1.0,2.7,.375,0.0,0.0,,1.0,2.7,.375,.375,2.3,3.3,.700,0.3,2.0,2.3,0.7,0.7,0.3,0.7,1.3,4.3
4124,Bryant Stith\stithbr01,SG,23,DEN,82,82,34.8,4.5,9.9,.450,0.0,0.1,.222,4.4,9.8,.453,.451,3.5,4.3,.829,1.5,2.8,4.3,2.4,1.4,0.2,1.6,2.0,12.5
4125,John Stockton*\stockjo01,PG,31,UTA,82,82,36.2,5.6,10.6,.528,0.6,1.8,.322,5.0,8.8,.570,.555,3.3,4.1,.805,0.9,2.3,3.1,12.6,2.4,0.3,3.2,2.9,15.1
4126,Rod Strickland\stricro02,PG,27,POR,82,58,35.2,6.4,13.3,.483,0.0,0.1,.200,6.4,13.2,.486,.484,4.3,5.7,.749,1.5,3.0,4.5,9.0,1.8,0.3,3.1,2.1,17.2
4127,Derek Strong\stronde01,PF,25,MIL,67,11,16.9,2.1,5.1,.413,0.0,0.2,.231,2.1,4.9,.421,.418,2.4,3.1,.772,1.6,2.6,4.2,0.7,0.6,0.2,0.9,1.0,6.6
4128,Isiah Thomas*\thomais01,PG,32,DET,58,56,30.2,5.5,13.2,.417,0.7,2.2,.310,4.8,11.0,.438,.442,3.1,4.4,.702,0.8,1.9,2.7,6.9,1.2,0.1,3.5,2.2,14.8
4129,Kevin Thompson\thompke01,C,22,POR,14,0,4.1,0.4,1.0,.429,0.0,0.1,.000,0.4,0.9,.462,.429,0.1,0.1,.500,0.5,0.4,0.9,0.2,0.0,0.1,0.4,0.8,0.9
4130,LaSalle Thompson\thompla01,C,32,IND,30,1,9.4,0.9,2.6,.351,0.0,0.0,,0.9,2.6,.351,.351,0.5,1.0,.533,0.9,1.6,2.5,0.5,0.3,0.3,0.8,2.0,2.3
4131,Otis Thorpe\thorpot01,PF,31,HOU,82,82,35.5,5.5,9.8,.561,0.0,0.0,.000,5.5,9.7,.562,.561,3.1,4.7,.657,3.3,7.3,10.6,2.3,0.8,0.3,2.3,3.1,14.0
4132,Sedale Threatt\threase01,PG,32,LAL,81,20,28.1,5.1,10.5,.482,0.1,0.4,.152,5.0,10.1,.496,.485,1.7,1.9,.890,0.3,1.5,1.9,4.2,1.4,0.2,1.3,2.3,11.9
4133,Wayman Tisdale\tisdawa01,PF,29,SAC,79,77,32.4,7.0,13.9,.501,0.0,0.0,,7.0,13.9,.501,.501,2.7,3.4,.808,2.0,5.1,7.1,1.8,0.5,0.7,1.6,3.7,16.7
4134,Tom Tolbert\tolbeto01,SF,28,LAC,49,6,13.1,1.5,3.6,.418,0.1,0.3,.375,1.4,3.3,.422,.435,0.7,0.9,.733,0.7,1.5,2.2,0.6,0.3,0.3,0.8,1.2,3.8
4135,Sedric Toney\toneyse01,PG,31,CLE,12,0,5.3,0.2,1.0,.167,0.0,0.1,.000,0.2,0.9,.182,.167,0.2,0.2,1000,0.1,0.2,0.3,0.9,0.0,0.0,0.4,0.7,0.5
4136,Keith Tower\towerke01,C,23,ORL,11,0,2.9,0.4,0.8,.444,0.0,0.0,,0.4,0.8,.444,.444,0.0,0.0,,0.0,0.5,0.5,0.1,0.0,0.0,0.0,0.5,0.7
4137,Jeff Turner\turneje01,PF,31,ORL,68,51,22.6,2.9,6.3,.467,0.3,0.8,.327,2.7,5.5,.488,.488,0.5,0.7,.778,1.2,2.8,4.0,0.9,0.3,0.2,1.1,3.5,6.6
4138,Nick Van Exel\vanexni01,PG,22,LAL,81,80,33.3,5.1,13.0,.394,1.5,4.5,.338,3.6,8.5,.423,.452,1.9,2.4,.781,0.6,2.4,2.9,5.8,1.0,0.1,1.8,1.9,13.6
4139,Loy Vaught\vaughlo01,PF,25,LAC,75,56,28.2,5.0,9.3,.537,0.0,0.1,.000,5.0,9.2,.541,.537,1.7,2.4,.720,2.9,5.8,8.7,1.0,1.0,0.3,1.3,2.9,11.7
4140,Kenny Walker\walkeke01,SF,29,WSB,73,4,19.1,1.8,3.8,.482,0.0,0.0,.000,1.8,3.7,.487,.482,1.2,1.7,.696,1.6,2.3,4.0,0.5,0.4,0.8,0.6,2.1,4.8
4141,Rex Walters\waltere01,SG,23,NJN,48,0,8.0,1.3,2.4,.522,0.3,0.6,.500,1.0,1.8,.529,.583,0.6,0.7,.824,0.1,0.7,0.8,1.5,0.3,0.1,0.6,0.9,3.4
4142,Clarence Weatherspoon\weathcl01,SF,23,PHI,82,82,38.4,7.3,15.2,.483,0.0,0.2,.235,7.3,15.0,.487,.485,3.6,5.2,.693,3.1,7.0,10.1,2.3,1.2,1.4,2.4,1.9,18.4
4143,Spud Webb\webbsp01,PG,30,SAC,79,62,32.5,4.7,10.3,.460,0.7,2.1,.335,4.0,8.2,.492,.494,2.6,3.2,.813,0.6,2.3,2.8,6.7,1.2,0.3,2.1,2.3,12.7
4144,Chris Webber*\webbech01,C,20,GSW,76,76,32.1,7.5,13.6,.552,0.0,0.2,.000,7.5,13.5,.559,.552,2.5,4.7,.532,4.0,5.1,9.1,3.6,1.2,2.2,2.7,3.3,17.5
4145,Bill Wennington\wennibi01,C,30,CHI,76,0,18.0,3.1,6.3,.488,0.0,0.0,.000,3.1,6.3,.490,.488,0.9,1.2,.818,1.5,3.1,4.6,0.9,0.6,0.4,1.0,2.8,7.1
4146,Matt Wenstrom\wenstma01,C,23,BOS,11,0,3.4,0.5,0.9,.600,0.0,0.0,,0.5,0.9,.600,.600,0.5,0.9,.600,0.5,0.5,1.1,0.0,0.0,0.2,0.4,0.6,1.6
4147,David Wesley\wesleda01,PG,23,NJN,60,0,9.0,1.1,2.9,.368,0.2,0.8,.234,0.9,2.1,.417,.399,0.7,0.9,.830,0.2,0.6,0.7,2.1,0.6,0.1,0.9,0.8,3.1
4148,Doug West\westdo01,SG,26,MIN,72,61,30.3,6.0,12.4,.487,0.0,0.1,.125,6.0,12.3,.490,.488,2.6,3.2,.810,0.8,2.4,3.2,2.4,0.9,0.3,1.9,3.3,14.7
4149,Mark West\westma01,C,33,PHO,82,50,15.1,2.0,3.5,.566,0.0,0.0,,2.0,3.5,.566,.566,0.7,1.4,.500,1.4,2.2,3.6,0.4,0.4,1.3,0.9,2.6,4.7
4150,Ennis Whatley\whatlen01,PG,31,ATL,82,1,12.2,1.5,2.9,.508,0.0,0.1,.000,1.5,2.8,.522,.508,0.6,0.8,.788,0.3,0.9,1.2,2.2,0.7,0.0,1.0,1.1,3.6
4151,Randy White\whitera01,PF,26,DAL,18,3,17.8,2.5,6.2,.402,0.3,1.1,.300,2.2,5.1,.424,.429,1.1,1.8,.576,1.7,2.9,4.6,0.6,0.6,0.6,1.0,2.6,6.4
4152,Chris Whitney\whitnch01,PG,22,SAS,40,4,8.5,0.6,2.1,.305,0.3,0.8,.333,0.4,1.3,.288,.366,0.3,0.4,.800,0.1,0.6,0.7,1.3,0.3,0.0,0.9,1.3,1.8
4153,Morlon Wiley\wileymo01,PG,27,TOT,16,0,9.9,0.6,1.8,.310,0.2,0.6,.300,0.4,1.2,.316,.362,0.0,0.0,,0.0,0.6,0.6,1.4,0.9,0.0,1.1,1.3,1.3
4154,Morlon Wiley\wileymo01,PG,27,MIA,4,0,8.5,0.8,2.0,.375,0.3,1.0,.250,0.5,1.0,.500,.438,0.0,0.0,,0.0,1.0,1.0,1.8,0.5,0.0,1.5,1.0,1.8
4155,Morlon Wiley\wileymo01,PG,27,DAL,12,0,10.3,0.5,1.8,.286,0.2,0.5,.333,0.3,1.3,.267,.333,0.0,0.0,,0.0,0.5,0.5,1.3,1.1,0.0,0.9,1.4,1.2
4156,Dominique Wilkins*\wilkido01,SF,34,TOT,74,74,35.6,9.4,21.5,.440,1.1,4.0,.288,8.3,17.5,.474,.466,6.0,7.1,.847,2.5,4.0,6.5,2.3,1.2,0.4,2.3,1.7,26.0
4157,Dominique Wilkins*\wilkido01,SF,34,ATL,49,49,34.4,8.8,20.3,.432,1.2,4.0,.308,7.5,16.3,.462,.462,5.6,6.6,.854,2.4,3.8,6.2,2.3,1.3,0.4,2.4,1.8,24.4
4158,Dominique Wilkins*\wilkido01,SF,34,LAC,25,25,37.9,10.7,23.7,.453,1.0,3.9,.247,9.8,19.8,.493,.473,6.7,8.0,.835,2.5,4.5,7.0,2.2,1.2,0.3,2.1,1.6,29.1
4159,Gerald Wilkins\wilkige01,SG,30,CLE,82,82,33.8,5.4,11.9,.457,1.0,2.6,.396,4.4,9.3,.474,.501,2.4,3.0,.776,1.3,2.4,3.7,3.1,1.3,0.5,1.6,2.3,14.3
4160,Aaron Williams\williaa01,PF,22,UTA,6,0,2.0,0.3,1.3,.250,0.0,0.0,,0.3,1.3,.250,.250,0.0,0.2,.000,0.2,0.3,0.5,0.2,0.0,0.0,0.2,0.7,0.7
4161,Buck Williams\willibu01,PF,33,POR,81,81,32.5,3.6,6.5,.555,0.0,0.0,.000,3.6,6.5,.556,.555,2.5,3.7,.679,3.9,6.5,10.4,1.0,0.7,0.6,1.4,3.0,9.7
4162,Corey Williams\willico01,PG,23,MIN,4,0,11.5,1.3,3.3,.385,0.0,0.3,.000,1.3,3.0,.417,.385,0.3,0.3,1000,0.3,1.3,1.5,1.5,0.5,0.0,0.5,1.5,2.8
4163,Herb Williams\willihe01,C,35,NYK,70,3,11.1,1.5,3.3,.442,0.0,0.0,.000,1.5,3.3,.444,.442,0.4,0.6,.643,0.8,1.8,2.6,0.4,0.3,0.6,0.6,1.5,3.3
4164,Hot Rod Williams\williho01,PF,31,CLE,76,72,35.0,5.2,10.9,.478,0.0,0.0,,5.2,10.9,.478,.478,3.3,4.6,.728,2.7,4.8,7.6,2.5,1.0,1.7,1.8,2.9,13.7
4165,Jayson Williams\willija01,PF,25,NJN,70,0,12.5,1.8,4.2,.427,0.0,0.0,,1.8,4.2,.427,.427,1.0,1.7,.605,1.6,2.2,3.8,0.4,0.2,0.5,0.5,2.0,4.6
4166,John Williams\willijo02,SF,27,LAC,34,6,21.3,2.4,5.5,.431,0.1,0.6,.250,2.2,4.9,.452,.444,0.7,1.1,.667,1.1,2.6,3.7,2.9,0.7,0.3,1.0,2.5,5.6
4167,Kenny Williams\willike03,SF,24,IND,68,1,14.4,2.8,5.8,.488,0.0,0.1,.000,2.8,5.7,.494,.488,0.7,0.9,.703,1.4,1.6,3.0,0.8,0.4,0.7,0.7,1.5,6.3
4168,Lorenzo Williams\willilo01,PF,24,TOT,38,11,18.8,1.3,2.9,.445,0.0,0.0,.000,1.3,2.9,.450,.445,0.3,0.7,.429,2.5,3.2,5.7,0.7,0.5,1.2,0.6,2.4,2.9
4169,Lorenzo Williams\willilo01,PF,24,ORL,3,0,6.3,0.3,2.0,.167,0.0,0.3,.000,0.3,1.7,.200,.167,0.0,0.0,,1.0,0.3,1.3,0.7,0.7,1.0,0.0,1.0,0.7
4170,Lorenzo Williams\willilo01,PF,24,CHH,1,0,19.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,4.0,4.0,0.0,1.0,2.0,1.0,2.0,0.0
4171,Lorenzo Williams\willilo01,PF,24,DAL,34,11,19.9,1.4,3.0,.466,0.0,0.0,,1.4,3.0,.466,.466,0.4,0.8,.429,2.7,3.4,6.1,0.7,0.4,1.2,0.6,2.6,3.2
4172,Micheal Williams\willimi02,PG,27,MIN,71,66,31.1,4.4,9.7,.457,0.1,0.6,.222,4.3,9.0,.474,.464,4.7,5.6,.839,0.9,2.2,3.1,7.2,1.7,0.3,2.9,2.7,13.7
4173,Reggie Williams\willire01,SF,29,DEN,82,68,32.4,5.1,12.4,.412,0.8,2.8,.278,4.3,9.6,.452,.444,2.0,2.7,.733,1.2,3.6,4.8,3.7,1.4,0.8,2.0,3.5,13.0
4174,Scott Williams\willisc01,C,25,CHI,38,11,16.8,3.0,6.2,.483,0.0,0.1,.200,3.0,6.1,.489,.485,1.6,2.6,.612,1.8,2.9,4.8,1.0,0.4,0.6,1.2,2.9,7.6
4175,Walt Williams\williwa02,SF,23,SAC,57,4,23.8,4.0,10.2,.390,0.7,2.3,.288,3.3,7.9,.420,.422,2.6,4.1,.635,1.2,2.9,4.1,2.3,0.9,0.4,2.5,3.5,11.2
4176,Kevin Willis\willike02,PF,31,ATL,80,80,35.8,7.8,15.7,.499,0.1,0.3,.375,7.7,15.4,.501,.502,3.4,4.7,.713,4.2,7.9,12.0,1.9,1.0,0.5,2.4,3.1,19.1
4177,Trevor Wilson\wilsotr01,PF,25,TOT,57,13,21.4,3.3,6.8,.482,0.0,0.0,.000,3.3,6.8,.484,.482,1.6,2.9,.554,2.1,2.7,4.8,1.3,0.7,0.2,1.6,2.2,8.2
4178,Trevor Wilson\wilsotr01,PF,25,LAL,5,4,25.2,3.8,7.8,.487,0.0,0.0,,3.8,7.8,.487,.487,2.6,5.0,.520,2.4,3.2,5.6,2.4,1.0,0.2,1.2,3.4,10.2
4179,Trevor Wilson\wilsotr01,PF,25,SAC,52,9,21.1,3.2,6.7,.481,0.0,0.0,.000,3.2,6.7,.484,.481,1.5,2.7,.560,2.1,2.6,4.7,1.2,0.6,0.2,1.7,2.0,8.0
4180,David Wingate\wingada01,SG,30,CHH,50,36,20.1,2.7,5.7,.481,0.1,0.2,.333,2.6,5.4,.487,.488,0.7,1.0,.667,0.6,2.1,2.7,2.1,0.8,0.1,1.1,1.7,6.2
4181,David Wood\woodda01,PF,29,DET,78,3,15.2,1.5,3.3,.459,0.3,0.6,.449,1.2,2.7,.462,.502,0.8,1.1,.756,1.3,1.7,3.1,0.7,0.5,0.2,0.4,2.6,4.1
4182,Randy Woods\woodsra01,PG,23,LAC,40,0,8.8,1.2,3.3,.368,0.7,2.0,.346,0.6,1.4,.400,.470,0.5,0.9,.571,0.3,0.4,0.7,1.8,0.6,0.1,0.9,1.0,3.6
4183,Orlando Woolridge\woolror01,SF,34,PHI,74,1,26.4,4.9,10.4,.471,0.0,0.2,.071,4.9,10.3,.478,.472,2.8,4.1,.689,1.4,2.6,4.0,1.9,0.6,0.8,1.9,2.5,12.7
4184,Haywoode Workman\workmha01,PG,28,IND,65,52,26.4,3.0,7.1,.424,0.3,0.9,.321,2.7,6.2,.438,.443,1.4,1.8,.802,0.5,2.6,3.1,6.2,1.3,0.1,2.3,2.3,7.7
4185,James Worthy*\worthja01,SF,32,LAL,80,2,20.0,4.3,10.5,.406,0.4,1.4,.288,3.9,9.1,.424,.425,1.3,1.7,.741,0.6,1.7,2.3,1.9,0.6,0.2,1.2,1.0,10.2
4186,Luther Wright\wrighlu01,C,22,UTA,15,2,6.1,0.5,1.5,.348,0.0,0.1,.000,0.5,1.5,.364,.348,0.2,0.3,.750,0.4,0.3,0.7,0.0,0.1,0.1,0.4,1.4,1.3
4187,Alaa Abdelnaby\abdelal01,PF,26,TOT,54,0,9.4,2.2,4.3,.511,0.0,0.0,.000,2.2,4.2,.515,.511,0.4,0.6,.571,0.7,1.4,2.1,0.2,0.3,0.2,0.8,1.9,4.7
4188,Alaa Abdelnaby\abdelal01,PF,26,SAC,51,0,9.3,2.3,4.3,.532,0.0,0.0,.000,2.3,4.3,.537,.532,0.4,0.7,.571,0.7,1.4,2.1,0.3,0.3,0.2,0.8,2.0,5.0
4189,Alaa Abdelnaby\abdelal01,PF,26,PHI,3,0,10.0,0.3,3.7,.091,0.0,0.0,,0.3,3.7,.091,.091,0.0,0.0,,1.0,1.7,2.7,0.0,0.0,0.0,1.7,0.7,0.7
4190,Mahmoud Abdul-Rauf\abdulma02,PG,25,DEN,73,43,28.5,6.5,13.8,.470,1.1,2.9,.386,5.3,10.8,.492,.511,1.9,2.1,.885,0.4,1.4,1.9,3.6,1.1,0.1,1.6,1.7,16.0
4191,Michael Adams\adamsmi01,PG,32,CHH,29,0,15.3,2.3,5.1,.453,1.0,2.8,.358,1.3,2.3,.567,.551,0.9,1.0,.833,0.2,0.8,1.0,3.3,0.8,0.0,0.9,1.4,6.5
4192,Rafael Addison\addisra01,SF,30,DET,79,16,22.5,3.5,7.4,.476,0.3,1.1,.289,3.2,6.4,.507,.497,0.9,1.3,.747,0.8,2.2,3.1,1.4,0.7,0.3,1.0,3.0,8.3
4193,Danny Ainge\aingeda01,SG,35,PHO,74,1,18.6,2.6,5.7,.460,1.1,2.9,.364,1.6,2.8,.558,.552,1.4,1.8,.808,0.3,1.1,1.5,2.8,0.6,0.1,1.1,2.1,7.7
4194,Victor Alexander\alexavi01,C,25,GSW,50,29,24.7,4.6,8.9,.515,0.1,0.5,.240,4.5,8.4,.531,.521,0.7,1.2,.600,1.7,4.1,5.8,1.2,0.6,0.6,1.5,2.9,10.0
4195,Derrick Alston\alstode01,C,22,PHI,64,1,16.1,1.9,4.0,.465,0.0,0.1,.000,1.9,4.0,.472,.465,0.9,1.9,.492,1.5,1.9,3.4,0.5,0.6,0.5,0.8,1.7,4.7
4196,Greg Anderson\andergr01,PF,30,ATL,51,0,12.2,1.1,2.0,.548,0.0,0.0,,1.1,2.0,.548,.548,0.7,1.4,.479,1.2,2.5,3.7,0.3,0.5,0.6,0.6,2.0,2.9
4197,Kenny Anderson\anderke01,PG,24,NJN,72,70,37.3,5.7,14.3,.399,1.3,4.1,.330,4.4,10.2,.426,.446,4.8,5.8,.841,1.0,2.5,3.5,9.4,1.4,0.2,3.1,2.6,17.6
4198,Nick Anderson\anderni01,SG,27,ORL,76,76,34.1,5.8,12.1,.476,2.4,5.7,.415,3.4,6.5,.528,.573,1.9,2.7,.704,1.1,3.3,4.4,4.1,1.6,0.3,1.9,1.6,15.8
4199,Willie Anderson\anderwi01,SG,28,SAS,38,11,14.6,2.0,4.3,.469,0.1,0.5,.158,1.9,3.8,.510,.478,0.8,1.1,.732,0.4,1.1,1.4,1.4,0.7,0.3,1.0,1.9,4.9
4200,Greg Anthony\anthogr01,PG,27,NYK,61,2,15.5,2.1,4.8,.437,0.9,2.5,.361,1.2,2.3,.522,.532,1.0,1.2,.789,0.1,0.9,1.0,2.6,0.8,0.1,0.9,1.6,6.1
4201,B.J. Armstrong\armstbj01,PG,27,CHI,82,82,31.4,5.1,10.9,.468,1.3,3.1,.427,3.8,7.8,.484,.528,2.5,2.8,.884,0.3,2.0,2.3,3.0,1.0,0.1,1.3,1.9,14.0
4202,Darrell Armstrong\armstda01,PG,26,ORL,3,0,2.7,1.0,2.7,.375,0.7,2.0,.333,0.3,0.7,.500,.500,0.7,0.7,1000,0.3,0.0,0.3,1.0,0.3,0.0,0.3,1.0,3.3
4203,Vincent Askew\askewvi01,SG,28,SEA,71,1,24.2,3.5,7.1,.492,0.4,1.3,.330,3.1,5.8,.529,.523,2.5,3.4,.739,0.9,1.6,2.5,2.5,0.7,0.2,1.2,2.7,9.9
4204,Keith Askins\askinke01,SF,27,MIA,50,5,17.1,1.6,4.1,.391,0.4,1.6,.269,1.2,2.6,.465,.442,0.9,1.1,.807,1.7,2.2,4.0,0.8,0.7,0.3,0.5,2.2,4.6
4205,Stacey Augmon\augmost01,SG,26,ATL,76,76,31.1,5.2,11.5,.453,0.1,0.3,.269,5.1,11.2,.459,.457,3.3,4.6,.728,2.1,2.8,4.8,2.6,1.3,0.6,2.0,2.1,13.9
4206,Anthony Avent\aventan01,PF,25,ORL,71,3,15.0,1.5,3.4,.430,0.0,0.0,,1.5,3.4,.430,.430,0.7,1.1,.640,1.4,2.8,4.1,0.6,0.4,0.7,0.7,2.4,3.6
4207,Vin Baker\bakervi01,PF,23,MIL,82,82,41.0,7.2,15.0,.483,0.1,0.3,.292,7.2,14.7,.487,.486,3.1,5.3,.593,3.5,6.8,10.3,3.6,1.0,1.4,2.7,3.4,17.7
4208,Charles Barkley*\barklch01,PF,31,PHO,68,66,35.0,8.1,16.8,.486,1.1,3.2,.338,7.1,13.6,.521,.518,5.6,7.5,.748,3.0,8.1,11.1,4.1,1.6,0.7,2.2,3.0,23.0
4209,Dana Barros\barroda01,PG,27,PHI,82,82,40.5,7.0,14.2,.490,2.4,5.2,.464,4.6,9.0,.505,.575,4.2,4.7,.899,0.3,3.0,3.3,7.5,1.8,0.0,3.0,1.9,20.6
4210,Jon Barry\barryjo01,SG,25,MIL,52,0,11.6,1.1,2.6,.425,0.3,0.9,.333,0.8,1.7,.477,.485,1.2,1.5,.763,0.3,0.7,0.9,1.6,0.6,0.1,0.8,1.0,3.7
4211,John Battle\battljo01,SG,32,CLE,28,0,10.0,1.5,4.1,.377,0.4,1.1,.355,1.1,3.0,.386,.425,0.7,0.9,.731,0.1,0.3,0.4,1.3,0.3,0.0,0.6,1.0,4.1
4212,Sergei Bazarevich\bazarse01,PG,29,ATL,10,0,7.4,1.1,2.2,.500,0.1,0.6,.167,1.0,1.6,.625,.523,0.7,0.9,.778,0.1,0.6,0.7,1.4,0.1,0.1,0.7,1.0,3.0
4213,Benoit Benjamin\benjabe01,C,30,NJN,61,57,26.2,4.4,8.7,.510,0.0,0.0,,4.4,8.7,.510,.510,2.2,2.9,.760,1.5,5.7,7.2,0.6,0.4,1.0,2.0,2.5,11.1
4214,Elmer Bennett\benneel01,PG,24,CLE,4,0,4.5,1.5,2.8,.545,0.0,0.5,.000,1.5,2.3,.667,.545,0.8,1.0,.750,0.0,0.3,0.3,0.8,1.0,0.0,0.8,0.8,3.8
4215,Tony Bennett\benneto01,PG,25,CHH,3,0,15.3,2.0,4.3,.462,0.7,3.0,.222,1.3,1.3,1000,.538,0.0,0.0,,0.0,0.7,0.7,1.3,0.0,0.0,1.0,2.0,4.7
4216,David Benoit\benoida01,SF,26,UTA,71,67,25.9,4.0,8.3,.486,0.5,1.6,.330,3.5,6.6,.523,.518,1.9,2.2,.841,1.4,3.8,5.2,0.8,0.6,0.7,1.1,2.6,10.4
4217,James Blackwell\blackja01,PG,26,TOT,13,0,6.2,0.6,1.0,.615,0.0,0.0,,0.6,1.0,.615,.615,0.2,0.2,.667,0.2,0.7,0.8,0.8,0.3,0.0,0.4,0.6,1.4
4218,James Blackwell\blackja01,PG,26,CHH,4,0,4.8,0.5,0.8,.667,0.0,0.0,,0.5,0.8,.667,.667,0.0,0.0,,0.0,0.8,0.8,1.3,0.3,0.0,0.5,0.3,1.0
4219,James Blackwell\blackja01,PG,26,BOS,9,0,6.8,0.7,1.1,.600,0.0,0.0,,0.7,1.1,.600,.600,0.2,0.3,.667,0.2,0.7,0.9,0.7,0.3,0.0,0.3,0.8,1.6
4220,Mookie Blaylock\blaylmo01,PG,27,ATL,80,80,38.4,6.4,15.0,.425,2.5,6.9,.359,3.9,8.0,.482,.508,2.0,2.7,.729,1.5,3.5,4.9,7.7,2.5,0.3,3.0,2.1,17.2
4221,Corie Blount\blounco01,PF,26,CHI,68,9,13.1,1.5,3.1,.476,0.0,0.0,.000,1.5,3.1,.481,.476,0.6,1.0,.567,1.6,2.0,3.5,0.9,0.4,0.5,0.9,2.1,3.5
4222,Muggsy Bogues\boguemu01,PG,30,CHH,78,78,33.7,4.5,9.4,.477,0.1,0.4,.200,4.4,9.0,.489,.481,2.1,2.3,.889,0.7,2.6,3.3,8.7,1.3,0.0,1.7,1.9,11.1
4223,Manute Bol\bolma01,C,32,GSW,5,2,16.2,1.2,2.0,.600,0.6,1.0,.600,0.6,1.0,.600,.750,0.0,0.0,,0.2,2.2,2.4,0.0,0.0,1.8,0.2,2.0,3.0
4224,Walter Bond\bondwa01,SG,25,TOT,23,0,12.6,1.7,3.7,.464,0.7,1.8,.366,1.0,1.9,.558,.554,0.6,0.9,.700,0.3,1.0,1.4,1.0,0.3,0.2,0.7,2.0,4.7
4225,Walter Bond\bondwa01,SG,25,DET,5,0,10.2,0.6,2.4,.250,0.2,0.8,.250,0.4,1.6,.250,.292,0.6,0.8,.750,0.2,0.8,1.0,1.4,0.2,0.0,0.6,2.0,2.0
4226,Walter Bond\bondwa01,SG,25,UTA,18,0,13.3,2.0,4.0,.500,0.8,2.1,.378,1.2,1.9,.629,.597,0.6,0.9,.688,0.4,1.1,1.5,0.9,0.3,0.2,0.8,2.1,5.4
4227,Anthony Bonner\bonnean01,PF,26,NYK,58,23,19.4,1.5,3.3,.456,0.0,0.1,.200,1.5,3.2,.463,.459,0.8,1.2,.657,1.9,2.6,4.5,1.4,0.8,0.4,1.4,2.7,3.8
4228,Anthony Bowie\bowiean01,SG,31,ORL,77,4,16.4,2.3,4.8,.480,0.2,0.5,.300,2.1,4.3,.502,.496,0.8,0.9,.836,0.7,1.1,1.8,2.1,0.6,0.3,1.1,1.8,5.5
4229,Sam Bowie\bowiesa01,C,33,LAL,67,10,18.3,1.8,4.0,.442,0.0,0.2,.182,1.7,3.8,.453,.446,1.0,1.3,.764,1.1,3.2,4.3,1.8,0.3,1.2,1.4,2.7,4.6
4230,Shawn Bradley\bradlsh01,C,22,PHI,82,59,28.8,3.8,8.5,.455,0.0,0.0,.000,3.8,8.4,.457,.455,1.8,2.8,.638,3.0,5.1,8.0,0.6,0.7,3.3,1.7,4.1,9.5
4231,Terrell Brandon\brandte01,PG,24,CLE,67,41,29.3,5.1,11.4,.448,0.7,1.8,.397,4.4,9.6,.457,.479,2.4,2.8,.855,0.5,2.3,2.8,5.4,1.6,0.2,2.1,1.8,13.3
4232,Tim Breaux\breauti01,SF,24,HOU,42,2,8.1,1.1,2.9,.372,0.1,0.6,.240,0.9,2.3,.406,.397,0.8,1.2,.653,0.4,0.4,0.8,0.4,0.3,0.1,0.4,0.6,3.0
4233,Scott Brooks\brooksc01,PG,29,TOT,59,0,13.7,2.1,4.7,.458,0.4,1.2,.362,1.7,3.5,.490,.504,1.1,1.3,.810,0.2,0.9,1.1,2.0,0.6,0.1,0.8,0.9,5.8
4234,Scott Brooks\brooksc01,PG,29,HOU,28,0,6.6,1.3,2.3,.538,0.3,0.6,.471,1.0,1.7,.563,.600,0.6,0.8,.857,0.0,0.4,0.5,0.8,0.3,0.0,0.5,0.5,3.4
4235,Scott Brooks\brooksc01,PG,29,DAL,31,0,20.1,2.9,6.8,.433,0.5,1.7,.327,2.4,5.1,.468,.474,1.5,1.9,.793,0.4,1.3,1.7,3.0,0.8,0.1,1.1,1.4,7.9
4236,Chucky Brown\brownch01,SF,26,HOU,41,14,19.9,2.6,4.2,.603,0.0,0.1,.333,2.5,4.2,.608,.606,0.9,1.5,.613,1.6,3.0,4.6,0.7,0.3,0.3,0.7,2.6,6.1
