Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
575,Ed Pinckney\pincked01,SF,22,PHO,80,24,20.0,3.2,5.7,.558,0.0,0.0,.000,3.2,5.7,.560,.558,2.1,3.2,.673,1.2,2.7,3.9,1.1,0.9,0.5,1.9,2.4,8.5
576,Charles Pittman\pittmch01,PF,27,PHO,69,17,16.4,1.8,3.2,.583,0.0,0.0,,1.8,3.2,.583,.583,1.4,2.0,.702,1.4,2.1,3.6,0.8,0.5,0.3,1.6,2.0,5.1
577,David Pope\popeda01,SF,23,SEA,11,0,6.7,0.8,1.8,.450,0.1,0.1,1000,0.7,1.7,.421,.475,0.2,0.4,.500,0.5,0.5,1.0,0.4,0.2,0.1,0.2,1.0,1.9
578,Ben Poquette\poquebe01,C,30,CLE,81,3,18.5,2.0,4.3,.477,0.0,0.1,.200,2.0,4.2,.485,.480,0.9,1.2,.720,1.5,3.1,4.6,1.0,0.4,0.4,0.8,2.3,5.0
579,Terry Porter\portete01,PG,22,POR,79,3,15.4,2.7,5.7,.474,0.2,0.5,.310,2.5,5.1,.491,.489,1.6,2.0,.806,0.4,1.0,1.5,2.5,1.0,0.0,1.3,1.7,7.1
580,Paul Pressey\presspa01,SF,27,MIL,80,80,33.8,5.1,10.5,.488,0.1,0.6,.182,5.0,10.0,.504,.492,4.0,4.9,.806,1.6,3.4,5.0,7.8,2.1,0.9,3.0,3.1,14.3
581,Kurt Rambis\rambiku01,C,27,LAL,74,74,21.3,2.2,3.6,.595,0.0,0.0,,2.2,3.6,.595,.595,1.2,1.6,.721,2.1,4.9,7.0,0.9,0.9,0.4,1.3,2.7,5.5
582,Kelvin Ransey\ranseke01,PG,27,NJN,79,15,19.0,2.9,6.4,.457,0.0,0.3,.125,2.9,6.1,.474,.460,1.5,1.9,.818,0.4,1.0,1.5,3.2,0.6,0.1,1.4,1.6,7.4
583,Blair Rasmussen\rasmubl01,C,23,DEN,48,1,6.9,1.3,3.1,.407,0.0,0.0,,1.3,3.1,.407,.407,0.6,0.8,.795,0.8,1.3,2.0,0.3,0.1,0.2,0.8,1.3,3.2
584,Robert Reid\reidro01,SF,30,HOU,82,5,26.3,5.0,10.7,.464,0.1,0.4,.182,4.9,10.3,.475,.468,2.0,2.6,.757,0.8,2.9,3.7,2.7,1.1,0.2,1.2,2.8,12.0
585,Jerry Reynolds\reynoje01,SF,23,MIL,55,8,9.2,1.3,2.9,.444,0.0,0.0,.500,1.3,2.9,.444,.448,1.1,1.9,.558,0.7,0.8,1.5,1.6,0.8,0.3,0.9,1.0,3.7
586,Clint Richardson\richacl01,SG,29,IND,82,61,27.1,4.1,9.0,.455,0.0,0.1,.111,4.1,8.9,.459,.456,1.5,1.8,.837,0.8,2.2,3.1,4.5,0.7,0.1,1.7,1.9,9.7
587,Micheal Ray Richardson\richami01,PG,30,NJN,47,39,34.1,6.3,14.1,.448,0.1,0.6,.148,6.2,13.5,.461,.451,3.0,3.8,.788,1.6,3.7,5.3,7.2,2.7,0.2,3.2,3.5,15.7
588,Doc Rivers\riverdo01,PG,24,ATL,53,50,29.6,4.2,8.8,.474,0.0,0.3,.000,4.2,8.5,.491,.474,3.2,5.3,.608,0.9,2.1,3.1,8.4,2.3,0.2,2.7,3.5,11.5
589,Fred Roberts\roberfr01,C,25,UTA,58,0,8.1,1.3,2.9,.443,0.0,0.0,.500,1.3,2.8,.442,.446,1.2,1.5,.770,0.5,0.8,1.4,0.5,0.1,0.1,0.9,1.2,3.7
590,Alvin Robertson\roberal01,SG,23,SAS,82,82,35.1,6.9,13.3,.514,0.1,0.4,.276,6.8,13.0,.521,.518,3.2,4.0,.795,2.2,4.0,6.3,5.5,3.7,0.5,3.1,3.6,17.0
591,Rick Robey\robeyri01,C,30,PHO,46,1,13.7,1.6,4.2,.377,0.0,0.1,.000,1.6,4.1,.383,.377,0.7,1.0,.688,0.9,2.3,3.2,1.3,0.4,0.1,1.4,2.0,3.8
592,Cliff Robinson\robincl01,SF,25,WSB,78,78,32.9,7.6,16.1,.474,0.0,0.1,.250,7.6,16.0,.475,.475,3.4,4.5,.762,2.3,6.4,8.7,2.4,1.3,0.6,2.6,2.8,18.7
593,Tree Rollins\rollitr01,C,30,ATL,74,61,24.1,2.3,4.7,.499,0.0,0.0,.000,2.3,4.7,.500,.499,0.9,1.2,.767,1.8,4.4,6.2,0.6,0.5,2.3,1.2,3.2,5.6
594,Dan Roundfield\roundda01,PF,32,WSB,79,21,29.4,4.1,8.4,.488,0.0,0.1,.000,4.1,8.3,.492,.488,3.5,4.6,.754,2.7,5.5,8.1,2.1,0.5,0.6,2.4,2.5,11.6
595,Derrick Rowland\rowlade01,SG,26,MIL,2,0,4.5,0.5,1.5,.333,0.0,0.0,,0.5,1.5,.333,.333,0.5,1.0,.500,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,1.5
596,Jeff Ruland\rulanje01,C,27,WSB,30,24,37.1,7.1,12.8,.554,0.0,0.1,.000,7.1,12.6,.559,.554,4.8,6.7,.725,3.6,7.1,10.7,5.3,0.8,0.8,4.0,3.3,19.0
597,Walker Russell\russewa01,PG,25,DET,1,0,2.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
598,Ralph Sampson*\sampsra01,C,25,HOU,79,76,36.3,7.9,16.2,.488,0.0,0.2,.133,7.9,16.0,.492,.488,3.1,4.8,.641,3.3,7.9,11.1,3.6,1.3,1.6,3.6,3.9,18.9
599,Mike Sanders\sandemi01,SF,25,PHO,82,5,20.0,4.2,8.2,.513,0.0,0.2,.200,4.2,8.1,.520,.516,2.5,3.1,.809,1.3,2.1,3.3,1.8,0.9,0.4,1.7,2.9,11.0
600,Danny Schayes\schayda01,C,26,DEN,80,13,20.7,2.8,5.5,.502,0.0,0.0,.000,2.8,5.5,.503,.502,2.7,3.5,.777,1.9,3.6,5.5,1.0,0.5,0.8,1.3,3.7,8.2
601,Detlef Schrempf\schrede01,SF,23,DAL,64,12,15.1,2.2,4.9,.451,0.0,0.1,.429,2.2,4.8,.451,.456,1.7,2.4,.724,1.1,2.0,3.1,1.4,0.4,0.2,1.3,2.6,6.2
602,Byron Scott\scottby01,SG,24,LAL,76,62,28.8,6.7,13.0,.513,0.3,0.8,.361,6.4,12.2,.523,.524,1.8,2.3,.784,0.7,1.8,2.5,2.2,1.1,0.2,1.4,2.2,15.4
603,Carey Scurry\scurrca01,SF,23,UTA,78,0,15.0,1.8,3.9,.472,0.0,0.1,.091,1.8,3.7,.486,.473,1.0,1.6,.619,1.2,1.9,3.1,1.1,1.0,0.8,1.2,2.2,4.7
604,Lonnie Shelton\sheltlo01,C,30,CLE,44,1,15.5,2.1,4.3,.489,0.0,0.0,.000,2.1,4.2,.495,.489,0.3,0.4,.875,0.9,2.4,3.3,1.4,0.5,0.1,1.1,2.9,4.5
605,Purvis Short\shortpu01,SF,28,GSW,64,63,37.9,9.9,20.5,.482,0.2,0.8,.306,9.7,19.8,.489,.488,5.5,6.3,.865,2.0,3.2,5.1,3.7,1.4,0.3,2.9,3.6,25.5
606,Jerry Sichting\sichtje01,PG,29,BOS,82,7,19.5,2.9,5.0,.570,0.1,0.2,.375,2.8,4.8,.578,.578,0.7,0.8,.924,0.3,0.9,1.3,2.3,0.6,0.0,0.9,1.4,6.5
607,Jack Sikma*\sikmaja01,C,30,SEA,80,78,34.9,6.4,13.8,.462,0.0,0.2,.000,6.4,13.6,.467,.462,4.4,5.1,.864,1.8,7.5,9.4,3.8,1.2,0.9,2.7,3.7,17.1
608,Derek Smith\smithde02,SG,24,LAC,11,9,30.8,9.1,16.5,.552,0.1,0.2,.500,9.0,16.3,.553,.555,5.3,7.6,.690,1.8,1.9,3.7,2.8,0.8,1.2,3.0,3.2,23.5
609,Larry Smith\smithla01,PF,28,GSW,77,74,31.7,4.1,7.6,.536,0.0,0.0,.000,4.1,7.6,.537,.536,1.5,2.9,.493,5.0,6.1,11.1,1.2,0.8,0.6,1.8,3.7,9.6
610,Mike Smrek\smrekmi01,C,23,CHI,38,5,10.7,1.2,3.2,.377,0.0,0.1,.000,1.2,3.2,.383,.377,0.4,0.8,.552,1.2,1.7,2.9,0.5,0.2,0.6,0.8,2.5,2.8
611,Ricky Sobers\soberri01,SG,33,SEA,78,0,16.4,3.1,6.9,.444,0.2,0.6,.302,2.9,6.4,.456,.456,1.4,1.6,.880,0.4,0.9,1.3,2.3,0.6,0.0,1.1,1.8,7.7
612,Rory Sparrow\sparrro01,PG,27,NYK,74,74,31.7,4.7,9.8,.477,0.1,0.3,.250,4.6,9.5,.484,.481,1.4,1.7,.795,0.7,1.6,2.3,6.4,1.1,0.2,2.1,2.5,10.8
613,Larry Spriggs\sprigla01,SF,26,LAL,43,7,11.0,2.0,4.5,.458,0.0,0.0,.000,2.0,4.4,.461,.458,0.9,1.1,.776,0.7,1.2,1.9,1.1,0.4,0.2,1.3,1.8,5.0
614,Terence Stansbury\stanste01,SG,24,IND,74,17,18.0,2.6,6.0,.433,0.1,0.7,.170,2.5,5.2,.469,.443,1.4,1.8,.811,0.4,1.5,1.9,2.8,0.8,0.1,1.9,2.7,6.7
615,Steve Stipanovich\stipast01,C,25,IND,79,65,30.3,5.3,11.2,.470,0.0,0.1,.200,5.2,11.1,.473,.471,3.1,4.0,.768,2.2,5.7,7.9,2.6,0.9,0.9,1.8,3.3,13.6
616,Alex Stivrins\stivral01,SF,23,SEA,3,0,4.7,0.3,1.3,.250,0.0,0.0,,0.3,1.3,.250,.250,0.3,1.3,.250,1.0,0.0,1.0,0.3,0.0,0.0,1.0,0.7,1.0
617,John Stockton*\stockjo01,PG,23,UTA,82,38,23.6,2.8,5.7,.489,0.0,0.2,.133,2.8,5.5,.501,.491,2.1,2.5,.839,0.4,1.8,2.2,7.4,1.9,0.1,2.0,2.8,7.7
618,Greg Stokes\stokegr01,C,22,PHI,31,13,11.3,1.8,3.8,.471,0.0,0.0,.000,1.8,3.8,.475,.471,0.5,0.7,.667,0.9,1.0,1.8,0.5,0.5,0.4,0.6,1.8,4.1
619,Jon Sundvold\sundvjo01,PG,24,SAS,70,4,16.4,3.1,6.8,.462,0.3,0.9,.350,2.8,5.9,.478,.484,0.6,0.7,.813,0.3,0.8,1.1,3.7,0.5,0.0,1.2,1.6,7.1
620,Terry Teagle\teaglte01,SG,25,GSW,82,52,26.3,5.8,11.7,.496,0.0,0.3,.160,5.7,11.4,.505,.498,2.6,3.2,.796,1.2,1.7,2.9,1.4,0.9,0.4,1.7,2.9,14.2
621,Reggie Theus\theusre01,SG,28,SAC,82,82,35.6,6.7,13.9,.480,0.1,0.4,.171,6.6,13.4,.490,.483,4.9,6.0,.827,0.9,2.8,3.7,9.6,1.4,0.2,4.0,2.8,18.3
622,Peter Thibeaux\thibepe01,SF,24,GSW,42,8,12.6,2.4,5.5,.429,0.0,0.1,.400,2.3,5.4,.430,.433,0.7,1.1,.604,0.7,1.1,1.8,0.7,0.5,0.4,0.9,2.0,5.5
623,David Thirdkill\thirdda01,C,25,BOS,49,0,7.9,1.1,2.2,.491,0.0,0.0,.000,1.1,2.2,.495,.491,1.1,1.8,.625,0.6,0.9,1.4,0.3,0.2,0.1,0.4,1.1,3.3
624,Isiah Thomas*\thomais01,PG,24,DET,77,77,36.2,7.9,16.2,.488,0.3,1.1,.310,7.6,15.1,.501,.498,4.7,6.0,.790,1.1,2.5,3.6,10.8,2.2,0.3,3.8,3.2,20.9
625,Jim Thomas\thomaji01,SG,25,LAC,6,0,11.5,1.0,2.5,.400,0.0,0.0,,1.0,2.5,.400,.400,0.2,0.3,.500,0.5,0.8,1.3,2.0,0.8,0.2,1.5,2.0,2.2
626,Bernard Thompson\thompbe01,SG,23,PHO,61,20,21.0,3.2,6.5,.489,0.0,0.0,.000,3.2,6.5,.491,.489,2.1,2.6,.809,1.0,1.4,2.3,2.2,0.8,0.2,1.5,2.5,8.5
627,LaSalle Thompson\thompla01,C,24,SAC,80,64,29.7,5.1,9.9,.518,0.0,0.0,.000,5.1,9.9,.518,.518,2.5,3.5,.732,3.2,6.5,9.6,2.1,0.9,1.4,2.3,3.7,12.8
628,Mychal Thompson\thompmy01,C,31,POR,82,78,31.3,6.1,12.3,.498,0.0,0.0,,6.1,12.3,.498,.498,2.4,3.8,.641,2.2,5.2,7.4,2.1,0.9,0.4,2.4,3.3,14.7
629,Paul Thompson\thomppa01,SF,24,PHI,23,8,18.8,3.0,8.4,.361,0.1,0.5,.167,3.0,7.9,.374,.366,1.6,1.9,.860,1.2,1.6,2.7,1.0,0.7,0.7,1.3,2.1,7.8
630,Bob Thornton\thornbo01,C,23,NYK,71,23,18.6,1.8,3.9,.456,0.0,0.0,,1.8,3.9,.456,.456,1.2,2.3,.531,1.6,2.5,4.1,0.6,0.4,0.1,1.2,2.9,4.7
631,Otis Thorpe\thorpot01,C,23,SAC,75,18,22.3,3.9,6.6,.587,0.0,0.0,,3.9,6.6,.587,.587,2.2,3.3,.661,1.8,3.8,5.6,1.1,0.5,0.5,1.6,3.1,9.9
632,Sedale Threatt\threase01,SG,24,PHI,70,27,25.1,4.4,9.8,.453,0.0,0.3,.042,4.4,9.4,.468,.454,1.1,1.3,.833,0.3,1.4,1.7,2.8,1.3,0.1,1.5,2.2,9.9
633,Wayman Tisdale\tisdawa01,PF,21,IND,81,60,28.1,6.4,12.4,.515,0.0,0.0,.000,6.4,12.3,.516,.515,2.0,2.9,.684,2.4,4.9,7.2,1.0,0.4,0.5,2.3,3.6,14.7
634,Andrew Toney\toneyan01,SG,28,PHI,6,0,14.0,1.8,6.0,.306,0.0,0.3,.000,1.8,5.7,.324,.306,0.5,1.3,.375,0.3,0.5,0.8,2.0,0.3,0.0,1.2,1.3,4.2
635,Sedric Toney\toneyse01,PG,23,TOT,13,0,17.7,2.2,5.1,.424,0.2,0.8,.300,1.9,4.3,.446,.447,1.6,2.4,.677,0.2,1.7,1.9,2.0,0.5,0.0,1.7,1.8,6.2
636,Sedric Toney\toneyse01,PG,23,ATL,3,0,8.0,0.7,2.3,.286,0.0,0.0,,0.7,2.3,.286,.286,0.3,0.3,1000,0.0,0.7,0.7,0.0,0.3,0.0,1.0,2.0,1.7
637,Sedric Toney\toneyse01,PG,23,PHO,10,0,20.6,2.6,5.9,.441,0.3,1.0,.300,2.3,4.9,.469,.466,2.0,3.0,.667,0.3,2.0,2.3,2.6,0.5,0.0,1.9,1.8,7.5
638,Kelly Tripucka\tripuke01,SF,26,DET,81,81,32.4,7.6,15.3,.498,0.1,0.3,.480,7.4,15.0,.498,.502,4.7,5.5,.856,1.4,2.9,4.3,3.3,1.1,0.1,2.3,2.1,20.0
639,Trent Tucker\tucketr01,SG,26,NYK,77,23,23.2,4.5,9.6,.472,0.5,1.2,.451,4.0,8.4,.475,.499,1.0,1.3,.790,0.9,1.3,2.2,2.5,0.8,0.1,0.9,2.2,10.6
640,Elston Turner\turneel01,SG,26,DEN,73,0,18.1,2.3,5.2,.435,0.0,0.1,.000,2.3,5.1,.446,.435,0.5,0.7,.736,0.9,1.9,2.8,2.3,1.0,0.1,1.1,2.1,5.1
641,Jeff Turner\turneje01,PF,23,NJN,53,1,12.3,1.6,3.2,.491,0.0,0.0,.000,1.6,3.2,.494,.491,1.1,1.5,.744,0.8,1.7,2.6,0.3,0.4,0.1,0.9,2.4,4.3
642,Melvin Turpin\turpime01,C,25,CLE,80,69,28.7,5.7,10.5,.544,0.0,0.1,.000,5.7,10.4,.547,.544,2.3,2.9,.811,2.3,4.7,7.0,0.7,0.8,1.3,1.7,3.3,13.7
643,Terry Tyler\tylerte01,SF,29,SAC,71,52,23.3,4.2,9.1,.455,0.0,0.0,.000,4.2,9.1,.457,.455,1.2,1.6,.750,1.5,2.9,4.4,1.3,0.9,1.5,1.3,2.2,9.5
644,Darnell Valentine\valenda01,PG,26,TOT,62,29,19.6,2.6,6.3,.415,0.1,0.2,.286,2.5,6.0,.420,.420,2.1,2.8,.743,0.5,1.5,2.0,4.0,1.2,0.0,1.9,2.0,7.4
645,Darnell Valentine\valenda01,PG,26,POR,28,27,26.2,3.3,7.4,.447,0.0,0.1,.333,3.3,7.3,.448,.449,2.5,3.6,.710,0.7,1.9,2.6,5.0,1.8,0.0,2.1,2.8,9.1
646,Darnell Valentine\valenda01,PG,26,LAC,34,2,14.2,2.0,5.4,.379,0.1,0.3,.273,1.9,5.0,.386,.387,1.7,2.2,.787,0.4,1.2,1.6,3.1,0.7,0.0,1.7,1.3,5.9
647,Kiki Vandeweghe\vandeki01,SF,27,POR,79,76,35.3,9.1,16.9,.540,0.0,0.1,.125,9.1,16.8,.542,.540,6.6,7.6,.869,1.2,1.6,2.7,2.4,0.7,0.2,2.2,2.0,24.8
648,Nick Vanos\vanosni01,C,22,PHO,11,0,18.4,2.1,6.5,.319,0.0,0.0,,2.1,6.5,.319,.319,0.7,2.1,.348,1.9,3.5,5.5,1.5,0.2,0.5,1.8,3.1,4.9
649,Pete Verhoeven\verhope01,C,26,GSW,61,5,12.3,1.5,2.7,.539,0.0,0.0,.500,1.5,2.7,.539,.542,0.4,0.7,.581,1.1,1.6,2.6,0.5,0.5,0.3,0.5,2.3,3.4
650,Jay Vincent\vinceja01,C,26,DAL,80,3,24.9,5.5,11.5,.481,0.0,0.0,.000,5.5,11.5,.483,.481,2.8,3.4,.810,1.3,3.3,4.6,2.3,0.8,0.3,1.8,2.4,13.8
651,Sam Vincent\vincesa01,SG,22,BOS,57,0,7.6,1.0,2.8,.364,0.0,0.1,.250,1.0,2.8,.367,.367,1.1,1.2,.929,0.2,0.6,0.8,1.2,0.3,0.1,0.9,1.0,3.2
652,Danny Vranes\vraneda01,SF,27,SEA,80,19,19.6,1.6,3.6,.461,0.0,0.1,.000,1.6,3.5,.468,.461,0.5,0.9,.520,1.4,2.1,3.5,0.9,0.8,0.4,0.7,2.7,3.8
653,Granville Waiters\waitegr01,C,25,HOU,43,0,3.6,0.3,0.9,.333,0.0,0.0,.000,0.3,0.9,.342,.333,0.0,0.1,.167,0.3,0.3,0.7,0.2,0.1,0.2,0.3,0.7,0.6
654,Darrell Walker\walkeda01,PG,24,NYK,81,35,25.0,4.0,9.3,.430,0.0,0.1,.000,4.0,9.2,.436,.430,2.3,3.4,.686,1.2,1.5,2.7,4.2,1.8,0.4,2.4,2.7,10.3
655,Bill Walton*\waltobi01,C,33,BOS,80,2,19.3,2.9,5.1,.562,0.0,0.0,,2.9,5.1,.562,.562,1.8,2.5,.713,1.7,5.1,6.8,2.1,0.5,1.3,1.9,2.6,7.6
656,Bryan Warrick\warribr01,PG,26,TOT,36,5,19.0,2.4,5.1,.467,0.1,0.3,.250,2.3,4.7,.482,.475,1.5,1.9,.794,0.3,1.6,1.9,3.2,0.8,0.1,1.5,2.2,6.3
657,Bryan Warrick\warribr01,PG,26,MIL,5,0,5.4,0.8,2.0,.400,0.2,0.4,.500,0.6,1.6,.375,.450,0.2,0.2,1000,0.0,0.6,0.6,1.2,0.4,0.0,1.0,0.6,2.0
658,Bryan Warrick\warribr01,PG,26,IND,31,5,21.2,2.6,5.5,.471,0.1,0.3,.200,2.5,5.2,.488,.477,1.7,2.2,.791,0.3,1.8,2.1,3.5,0.8,0.1,1.5,2.5,7.0
659,Spud Webb\webbsp01,PG,22,ATL,79,8,15.6,2.5,5.2,.483,0.0,0.1,.182,2.5,5.1,.491,.485,2.7,3.5,.785,0.3,1.2,1.6,4.3,1.0,0.1,2.0,2.1,7.8
660,Scott Wedman\wedmasc01,SF,33,BOS,79,19,17.7,3.6,7.7,.473,0.2,0.6,.354,3.4,7.1,.483,.487,0.6,0.9,.662,0.8,1.6,2.4,1.1,0.5,0.3,0.7,1.6,8.0
661,Bill Wennington\wennibi01,C,22,DAL,56,3,10.0,1.3,2.7,.471,0.0,0.1,.000,1.3,2.7,.483,.471,0.8,1.1,.726,0.6,1.8,2.4,0.4,0.2,0.4,0.4,1.5,3.4
662,Mark West\westma01,C,25,CLE,67,26,17.5,1.7,3.1,.541,0.0,0.0,,1.7,3.1,.541,.541,0.8,1.5,.524,1.4,3.4,4.8,0.3,0.4,0.9,1.4,3.5,4.2
663,Ennis Whatley\whatlen01,PG,23,TOT,14,1,7.6,1.1,2.5,.429,0.0,0.0,,1.1,2.5,.429,.429,0.4,0.7,.500,0.3,0.7,1.0,1.6,0.4,0.1,0.7,0.7,2.5
664,Ennis Whatley\whatlen01,PG,23,CLE,8,0,8.3,1.1,2.4,.474,0.0,0.0,,1.1,2.4,.474,.474,0.5,0.9,.571,0.3,0.6,0.9,1.6,0.6,0.0,0.8,1.0,2.8
665,Ennis Whatley\whatlen01,PG,23,WSB,4,0,6.8,1.3,3.5,.357,0.0,0.0,,1.3,3.5,.357,.357,0.3,0.8,.333,0.5,1.3,1.8,1.8,0.0,0.3,0.0,0.3,2.8
666,Ennis Whatley\whatlen01,PG,23,SAS,2,1,7.0,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.0,0.0,,0.0,0.0,0.0,1.5,0.0,0.0,2.0,0.5,1.0
667,Rory White\whitero01,SF,26,LAC,75,30,23.5,4.7,9.1,.519,0.0,0.1,.111,4.7,9.0,.524,.520,2.2,3.0,.739,1.1,1.3,2.4,1.0,1.0,0.1,1.3,2.1,11.7
668,Willie White\whitewi01,SG,23,DEN,43,4,8.0,1.7,3.9,.440,0.1,0.5,.286,1.6,3.4,.463,.458,0.4,0.5,.826,0.4,0.6,1.0,1.2,0.4,0.0,0.6,0.6,4.0
669,Jerome Whitehead\whiteje01,C,29,GSW,81,3,13.3,1.6,3.6,.429,0.0,0.0,,1.6,3.6,.429,.429,0.7,1.2,.619,1.2,2.9,4.0,0.2,0.2,0.2,0.8,2.2,3.9
670,Mitchell Wiggins\wiggimi01,SG,26,HOU,78,0,15.4,2.8,6.3,.454,0.0,0.2,.083,2.8,6.1,.463,.455,1.1,1.5,.729,1.1,0.9,2.0,1.3,0.8,0.1,0.8,2.0,6.8
671,Jamaal Wilkes*\wilkeja01,SF,32,LAC,13,1,15.0,2.0,5.0,.400,0.1,0.2,.333,1.9,4.8,.403,.408,1.7,2.1,.815,1.0,1.2,2.2,1.2,0.5,0.2,1.2,1.5,5.8
672,Dominique Wilkins*\wilkido01,SF,26,ATL,78,78,39.1,11.4,24.3,.468,0.2,0.9,.186,11.2,23.4,.479,.472,7.4,9.0,.818,3.3,4.6,7.9,2.6,1.8,0.6,3.2,2.2,30.3
673,Gerald Wilkins\wilkige01,SG,22,NYK,81,53,25.0,5.4,11.5,.468,0.1,0.3,.280,5.3,11.2,.473,.472,1.6,2.9,.557,1.1,1.4,2.6,2.0,0.8,0.1,1.9,1.9,12.5
674,Jeff Wilkins\wilkije01,C,30,TOT,75,4,15.0,2.0,5.0,.393,0.0,0.0,,2.0,5.0,.393,.393,0.8,1.2,.624,1.0,2.6,3.6,0.6,0.1,0.3,0.7,2.1,4.7
675,Jeff Wilkins\wilkije01,C,30,UTA,48,0,12.6,2.0,5.0,.400,0.0,0.0,,2.0,5.0,.400,.400,0.6,1.0,.638,0.8,2.2,3.0,0.6,0.1,0.2,0.7,1.8,4.6
676,Jeff Wilkins\wilkije01,C,30,SAS,27,4,19.3,1.9,5.0,.381,0.0,0.0,,1.9,5.0,.381,.381,1.0,1.7,.609,1.3,3.4,4.7,0.7,0.3,0.4,0.7,2.6,4.8
677,Buck Williams\willibu01,C,25,NJN,82,82,37.4,6.1,11.7,.523,0.0,0.0,.000,6.1,11.6,.524,.523,3.7,5.4,.676,4.0,8.0,12.0,1.6,0.9,1.2,3.0,3.6,15.9
678,Freeman Williams\willifr01,SG,29,WSB,9,0,12.2,2.8,7.4,.373,0.8,1.6,.500,2.0,5.9,.340,.425,1.3,1.9,.706,0.4,0.9,1.3,0.8,0.8,0.1,1.4,1.1,7.7
679,Gus Williams\willigu01,PG,32,WSB,77,67,29.7,5.6,13.2,.428,0.4,1.5,.259,5.2,11.6,.450,.443,1.8,2.4,.734,0.7,1.5,2.2,5.9,1.2,0.2,2.1,1.5,13.5
680,Guy Williams\willigu02,C,25,GSW,5,0,5.0,0.4,1.0,.400,0.0,0.0,,0.4,1.0,.400,.400,0.6,1.2,.500,0.0,1.2,1.2,0.0,0.2,0.4,0.0,1.4,1.4
681,Herb Williams\willihe01,C,27,IND,78,74,35.5,8.0,16.3,.492,0.0,0.2,.083,8.0,16.2,.496,.492,3.8,5.2,.730,2.2,6.9,9.1,2.2,0.6,2.4,2.7,3.1,19.9
682,Pete Williams\willipe01,C,20,DEN,53,11,10.8,1.3,2.1,.604,0.0,0.0,,1.3,2.1,.604,.604,0.3,0.8,.425,0.9,1.9,2.8,0.3,0.4,0.4,0.4,1.3,2.8
683,Ray Williams\willira01,PG,31,TOT,47,21,17.6,2.5,6.5,.382,0.1,0.4,.316,2.4,6.1,.387,.392,2.4,2.7,.913,0.7,1.1,1.8,4.0,1.3,0.1,2.1,2.6,7.6
684,Ray Williams\willira01,PG,31,ATL,19,13,19.3,3.0,7.5,.399,0.2,0.6,.364,2.8,6.9,.402,.413,2.2,2.5,.854,1.0,1.4,2.4,3.5,1.5,0.1,2.2,2.5,8.4
685,Ray Williams\willira01,PG,31,SAS,23,8,17.3,2.2,5.7,.382,0.1,0.3,.333,2.1,5.4,.384,.389,2.7,2.8,.969,0.6,1.0,1.6,4.8,1.2,0.1,2.2,2.8,7.1
686,Ray Williams\willira01,PG,31,NJN,5,0,12.6,2.0,6.4,.313,0.0,0.4,.000,2.0,6.0,.333,.313,2.4,2.8,.857,0.6,0.2,0.8,1.8,1.0,0.0,1.8,2.4,6.4
687,Sly Williams\willisl01,SF,28,BOS,6,0,9.0,0.8,3.5,.238,0.0,0.7,.000,0.8,2.8,.294,.238,1.2,2.0,.583,1.2,1.3,2.5,0.3,0.2,0.2,1.2,2.5,2.8
688,Kevin Willis\willike02,C,23,ATL,82,59,28.0,5.1,9.9,.517,0.0,0.1,.000,5.1,9.8,.520,.517,2.1,3.2,.654,3.0,5.6,8.6,0.5,0.8,0.5,2.2,3.6,12.3
689,Voise Winters\wintevo01,SF,23,PHI,4,0,4.3,0.8,3.3,.231,0.0,0.3,.000,0.8,3.0,.250,.231,0.0,0.0,,0.3,0.5,0.8,0.0,0.3,0.0,0.5,0.3,1.5
690,Randy Wittman\wittmra01,SG,26,ATL,81,79,34.1,5.8,10.9,.530,0.1,0.2,.313,5.7,10.7,.534,.533,1.3,1.7,.770,0.6,1.5,2.1,3.8,1.0,0.2,1.4,1.5,12.9
691,Al Wood\woodal01,SG,27,SEA,78,34,22.4,4.6,10.5,.435,0.1,0.5,.135,4.5,10.0,.449,.438,2.4,3.1,.782,1.0,2.1,3.1,1.5,0.7,0.2,1.4,2.2,11.6
692,Leon Wood\woodle01,PG,23,TOT,68,1,17.6,2.7,6.9,.395,0.6,1.7,.360,2.1,5.2,.406,.439,1.8,2.3,.794,0.4,1.0,1.3,2.7,0.5,0.0,1.1,1.0,7.8
693,Leon Wood\woodle01,PG,23,PHI,29,1,15.7,2.0,4.7,.419,0.4,1.0,.448,1.5,3.7,.411,.467,0.9,1.2,.794,0.3,0.6,0.9,2.6,0.5,0.0,0.2,0.8,5.3
694,Leon Wood\woodle01,PG,23,WSB,39,0,19.1,3.3,8.5,.385,0.7,2.2,.329,2.5,6.3,.404,.427,2.5,3.1,.793,0.4,1.2,1.6,2.7,0.5,0.0,1.7,1.2,9.7
